"","ensembl_gene_id","external_gene_name","refseq_mrna"
"14583","ENSG00000276191","CRHR1","NM_004382"
"14584","ENSG00000120088","CRHR1","NM_004382"
"14585","ENSG00000103653","CSK","NM_004383"
"14586","ENSG00000151292","CSNK1G3","NM_004384"
"14587","ENSG00000038427","VCAN","NM_004385"
"14588","ENSG00000130287","NCAN","NM_004386"
"14589","ENSG00000183072","NKX2-5","NM_004387"
"14590","ENSG00000117151","CTBS","NM_004388"
"14591","ENSG00000066032","CTNNA2","NM_004389"
"14592","ENSG00000103811","CTSH","NM_004390"
"14593","ENSG00000180432","CYP8B1","NM_004391"
"14594","ENSG00000276644","DACH1","NM_004392"
"14595","ENSG00000173402","DAG1","NM_004393"
"14596","ENSG00000112977","DAP","NM_004394"
"14597","ENSG00000113758","DBN1","NM_004395"
"14598","ENSG00000108654","DDX5","NM_004396"
"14599","ENSG00000110367","DDX6","NM_004397"
"14600","ENSG00000178105","DDX10","NM_004398"
"14601","ENSG00000013573","DDX11","NM_004399"
"14602","ENSG00000160049","DFFA","NM_004401"
"14603","ENSG00000169598","DFFB","NM_004402"
"14604","ENSG00000105928","GSDME","NM_004403"
"14605","ENSG00000168385","SEPTIN2","NM_004404"
"14606","ENSG00000115844","DLX2","NM_004405"
"14607","ENSG00000187908","DMBT1","NM_004406"
"14608","ENSG00000152592","DMP1","NM_004407"
"14609","ENSG00000106976","DNM1","NM_004408"
"14610","ENSG00000104936","DMPK","NM_004409"
"14611","ENSG00000158560","DYNC1I1","NM_004411"
"14612","ENSG00000107614","TRDMT1","NM_004412"
"14613","ENSG00000015413","DPEP1","NM_004413"
"14614","ENSG00000159200","RCAN1","NM_004414"
"14615","ENSG00000096696","DSP","NM_004415"
"14616","ENSG00000135144","DTX1","NM_004416"
"14617","ENSG00000120129","DUSP1","NM_004417"
"14618","ENSG00000158050","DUSP2","NM_004418"
"14619","ENSG00000138166","DUSP5","NM_004419"
"14620","ENSG00000291431","DUSP8","NM_004420"
"14621","ENSG00000273793","DUSP8","NM_004420"
"14622","ENSG00000278165","DUSP8","NM_004420"
"14623","ENSG00000184545","DUSP8","NM_004420"
"14624","ENSG00000107404","DVL1","NM_004421"
"14625","ENSG00000004975","DVL2","NM_004422"
"14626","ENSG00000161202","DVL3","NM_004423"
"14627","ENSG00000167967","E4F1","NM_004424"
"14628","ENSG00000143369","ECM1","NM_004425"
"14629","ENSG00000111752","PHC1","NM_004426"
"14630","ENSG00000134686","PHC2","NM_004427"
"14631","ENSG00000169242","EFNA1","NM_004428"
"14632","ENSG00000090776","EFNB1","NM_004429"
"14633","ENSG00000179388","EGR3","NM_004430"
"14634","ENSG00000142627","EPHA2","NM_004431"
"14635","ENSG00000107105","ELAVL2","NM_004432"
"14636","ENSG00000163435","ELF3","NM_004433"
"14637","ENSG00000066629","EML1","NM_004434"
"14638","ENSG00000167136","ENDOG","NM_004435"
"14639","ENSG00000143420","ENSA","NM_004436"
"14640","ENSG00000159023","EPB41","NM_004437"
"14641","ENSG00000116106","EPHA4","NM_004438"
"14642","ENSG00000145242","EPHA5","NM_004439"
"14643","ENSG00000135333","EPHA7","NM_004440"
"14644","ENSG00000154928","EPHB1","NM_004441"
"14645","ENSG00000133216","EPHB2","NM_004442"
"14646","ENSG00000182580","EPHB3","NM_004443"
"14647","ENSG00000196411","EPHB4","NM_004444"
"14648","ENSG00000275482","EPHB6","NM_004445"
"14649","ENSG00000106123","EPHB6","NM_004445"
"14650","ENSG00000136628","EPRS1","NM_004446"
"14651","ENSG00000151491","EPS8","NM_004447"
"14652","ENSG00000141736","ERBB2","NM_004448"
"14653","ENSG00000157554","ERG","NM_004449"
"14654","ENSG00000100632","ERH","NM_004450"
"14655","ENSG00000173153","ESRRA","NM_004451"
"14656","ENSG00000119715","ESRRB","NM_004452"
"14657","ENSG00000171503","ETFDH","NM_004453"
"14658","ENSG00000244405","ETV5","NM_004454"
"14659","ENSG00000158008","EXTL1","NM_004455"
"14660","ENSG00000106462","EZH2","NM_004456"
"14661","ENSG00000123983","ACSL3","NM_004457"
"14662","ENSG00000068366","ACSL4","NM_004458"
"14663","ENSG00000171634","BPTF","NM_004459"
"14664","ENSG00000078098","FAP","NM_004460"
"14665","ENSG00000179115","FARSA","NM_004461"
"14666","ENSG00000284967","FDFT1","NM_004462"
"14667","ENSG00000079459","FDFT1","NM_004462"
"14668","ENSG00000102302","FGD1","NM_004463"
"14669","ENSG00000138675","FGF5","NM_004464"
"14670","ENSG00000070193","FGF10","NM_004465"
"14671","ENSG00000179399","GPC5","NM_004466"
"14672","ENSG00000104760","FGL1","NM_004467"
"14673","ENSG00000183386","FHL3","NM_004468"
"14674","ENSG00000165197","VEGFD","NM_004469"
"14675","ENSG00000173486","FKBP2","NM_004470"
"14676","ENSG00000251493","FOXD1","NM_004472"
"14677","ENSG00000178919","FOXE1","NM_004473"
"14678","ENSG00000186564","FOXD2","NM_004474"
"14679","ENSG00000132589","FLOT2","NM_004475"
"14680","ENSG00000086205","FOLH1","NM_004476"
"14681","ENSG00000283153","FRG1","NM_004477"
"14682","ENSG00000283630","FRG1","NM_004477"
"14683","ENSG00000275145","FRG1","NM_004477"
"14684","ENSG00000109536","FRG1","NM_004477"
"14685","ENSG00000180549","FUT7","NM_004479"
"14686","ENSG00000033170","FUT8","NM_004480"
"14687","ENSG00000143641","GALNT2","NM_004481"
"14688","ENSG00000115339","GALNT3","NM_004482"
"14689","ENSG00000291958","GCSH","NM_004483"
"14690","ENSG00000140905","GCSH","NM_004483"
"14691","ENSG00000147257","GPC3","NM_004484"
"14692","ENSG00000168243","GNG4","NM_004485"
"14693","ENSG00000167110","GOLGA2","NM_004486"
"14694","ENSG00000173230","GOLGB1","NM_004487"
"14695","ENSG00000178732","GP5","NM_004488"
"14696","ENSG00000288325","GPS2","NM_004489"
"14697","ENSG00000132522","GPS2","NM_004489"
"14698","ENSG00000115290","GRB14","NM_004490"
"14699","ENSG00000160007","ARHGAP35","NM_004491"
"14700","ENSG00000140307","GTF2A2","NM_004492"
"14701","ENSG00000072506","HSD17B10","NM_004493"
"14702","ENSG00000143321","HDGF","NM_004494"
"14703","ENSG00000157168","NRG1","NM_004495"
"14704","ENSG00000129514","FOXA1","NM_004496"
"14705","ENSG00000170608","FOXA3","NM_004497"
"14706","ENSG00000169856","ONECUT1","NM_004498"
"14707","ENSG00000197451","HNRNPAB","NM_004499"
"14708","ENSG00000092199","HNRNPC","NM_004500"
"14709","ENSG00000153187","HNRNPU","NM_004501"
"14710","ENSG00000260027","HOXB7","NM_004502"
"14711","ENSG00000197757","HOXC6","NM_004503"
"14712","ENSG00000173744","AGFG1","NM_004504"
"14713","ENSG00000129204","USP6","NM_004505"
"14714","ENSG00000025156","HSF2","NM_004506"
"14715","ENSG00000136273","HUS1","NM_004507"
"14716","ENSG00000067064","IDI1","NM_004508"
"14717","ENSG00000135899","SP110","NM_004509"
"14718","ENSG00000135899","SP110","NM_004510"
"14719","ENSG00000172349","IL16","NM_004513"
"14720","ENSG00000141568","FOXK2","NM_004514"
"14721","ENSG00000143621","ILF2","NM_004515"
"14722","ENSG00000129351","ILF3","NM_004516"
"14723","ENSG00000166333","ILK","NM_004517"
"14724","ENSG00000281151","KCNQ2","NM_004518"
"14725","ENSG00000075043","KCNQ2","NM_004518"
"14726","ENSG00000184156","KCNQ3","NM_004519"
"14727","ENSG00000068796","KIF2A","NM_004520"
"14728","ENSG00000170759","KIF5B","NM_004521"
"14729","ENSG00000276734","KIF5C","NM_004522"
"14730","ENSG00000168280","KIF5C","NM_004522"
"14731","ENSG00000138160","KIF11","NM_004523"
"14732","ENSG00000073350","LLGL2","NM_004524"
"14733","ENSG00000081479","LRP2","NM_004525"
"14734","ENSG00000073111","MCM2","NM_004526"
"14735","ENSG00000005102","MEOX1","NM_004527"
"14736","ENSG00000143198","MGST3","NM_004528"
"14737","ENSG00000171843","MLLT3","NM_004529"
"14738","ENSG00000087245","MMP2","NM_004530"
"14739","ENSG00000164172","MOCS2","NM_004531"
"14740","ENSG00000273822","MUC4","NM_004532"
"14741","ENSG00000277585","MUC4","NM_004532"
"14742","ENSG00000275164","MUC4","NM_004532"
"14743","ENSG00000273984","MUC4","NM_004532"
"14744","ENSG00000278468","MUC4","NM_004532"
"14745","ENSG00000278303","MUC4","NM_004532"
"14746","ENSG00000276613","MUC4","NM_004532"
"14747","ENSG00000145113","MUC4","NM_004532"
"14748","ENSG00000086967","MYBPC2","NM_004533"
"14749","ENSG00000276876","MYT1","NM_004535"
"14750","ENSG00000196132","MYT1","NM_004535"
"14751","ENSG00000276068","NAIP","NM_004536"
"14752","ENSG00000278613","NAIP","NM_004536"
"14753","ENSG00000249437","NAIP","NM_004536"
"14754","ENSG00000187109","NAP1L1","NM_004537"
"14755","ENSG00000186310","NAP1L3","NM_004538"
"14756","ENSG00000134440","NARS1","NM_004539"
"14757","ENSG00000154654","NCAM2","NM_004540"
"14758","ENSG00000125356","NDUFA1","NM_004541"
"14759","ENSG00000274359","NDUFA3","NM_004542"
"14760","ENSG00000275724","NDUFA3","NM_004542"
"14761","ENSG00000277722","NDUFA3","NM_004542"
"14762","ENSG00000275605","NDUFA3","NM_004542"
"14763","ENSG00000276220","NDUFA3","NM_004542"
"14764","ENSG00000276766","NDUFA3","NM_004542"
"14765","ENSG00000273642","NDUFA3","NM_004542"
"14766","ENSG00000278365","NDUFA3","NM_004542"
"14767","ENSG00000276061","NDUFA3","NM_004542"
"14768","ENSG00000170906","NDUFA3","NM_004542"
"14769","ENSG00000183091","NEB","NM_004543"
"14770","ENSG00000130414","NDUFA10","NM_004544"
"14771","ENSG00000183648","NDUFB1","NM_004545"
"14772","ENSG00000090266","NDUFB2","NM_004546"
"14773","ENSG00000065518","NDUFB4","NM_004547"
"14774","ENSG00000291930","NDUFB10","NM_004548"
"14775","ENSG00000140990","NDUFB10","NM_004548"
"14776","ENSG00000151366","NDUFC2","NM_004549"
"14777","ENSG00000158864","NDUFS2","NM_004550"
"14778","ENSG00000213619","NDUFS3","NM_004551"
"14779","ENSG00000168653","NDUFS5","NM_004552"
"14780","ENSG00000145494","NDUFS6","NM_004553"
"14781","ENSG00000285485","NFATC4","NM_004554"
"14782","ENSG00000100968","NFATC4","NM_004554"
"14783","ENSG00000072736","NFATC3","NM_004555"
"14784","ENSG00000146232","NFKBIE","NM_004556"
"14785","ENSG00000235396","NOTCH4","NM_004557"
"14786","ENSG00000232339","NOTCH4","NM_004557"
"14787","ENSG00000238196","NOTCH4","NM_004557"
"14788","ENSG00000223355","NOTCH4","NM_004557"
"14789","ENSG00000206312","NOTCH4","NM_004557"
"14790","ENSG00000234876","NOTCH4","NM_004557"
"14791","ENSG00000204301","NOTCH4","NM_004557"
"14792","ENSG00000171119","NRTN","NM_004558"
"14793","ENSG00000065978","YBX1","NM_004559"
"14794","ENSG00000169071","ROR2","NM_004560"
"14795","ENSG00000172818","OVOL1","NM_004561"
"14796","ENSG00000185345","PRKN","NM_004562"
"14797","ENSG00000285241","PCK2","NM_004563"
"14798","ENSG00000100889","PCK2","NM_004563"
"14799","ENSG00000059691","GATB","NM_004564"
"14800","ENSG00000142655","PEX14","NM_004565"
"14801","ENSG00000170525","PFKFB3","NM_004566"
"14802","ENSG00000114268","PFKFB4","NM_004567"
"14803","ENSG00000124570","SERPINB6","NM_004568"
"14804","ENSG00000100564","PIGH","NM_004569"
"14805","ENSG00000139144","PIK3C2G","NM_004570"
"14806","ENSG00000160199","PKNOX1","NM_004571"
"14807","ENSG00000057294","PKP2","NM_004572"
"14808","ENSG00000137841","PLCB2","NM_004573"
"14809","ENSG00000108387","SEPTIN4","NM_004574"
"14810","ENSG00000151615","POU4F2","NM_004575"
"14811","ENSG00000146733","PSPH","NM_004577"
"14812","ENSG00000168118","RAB4A","NM_004578"
"14813","ENSG00000168067","MAP4K2","NM_004579"
"14814","ENSG00000069974","RAB27A","NM_004580"
"14815","ENSG00000285193","RABGGTA","NM_004581"
"14816","ENSG00000100949","RABGGTA","NM_004581"
"14817","ENSG00000137955","RABGGTB","NM_004582"
"14818","ENSG00000108774","RAB5C","NM_004583"
"14819","ENSG00000172613","RAD9A","NM_004584"
"14820","ENSG00000133321","PLAAT4","NM_004585"
"14821","ENSG00000177189","RPS6KA3","NM_004586"
"14822","ENSG00000125844","RRBP1","NM_004587"
"14823","ENSG00000149575","SCN2B","NM_004588"
"14824","ENSG00000133028","SCO1","NM_004589"
"14825","ENSG00000275095","CCL16","NM_004590"
"14826","ENSG00000275152","CCL16","NM_004590"
"14827","ENSG00000115009","CCL20","NM_004591"
"14828","ENSG00000061936","SFSWAP","NM_004592"
"14829","ENSG00000136527","TRA2B","NM_004593"
"14830","ENSG00000135740","SLC9A5","NM_004594"
"14831","ENSG00000102172","SMS","NM_004595"
"14832","ENSG00000077312","SNRPA","NM_004596"
"14833","ENSG00000125743","SNRPD2","NM_004597"
"14834","ENSG00000152377","SPOCK1","NM_004598"
"14835","ENSG00000198911","SREBF2","NM_004599"
"14836","ENSG00000116747","RO60","NM_004600"
"14837","ENSG00000124214","STAU1","NM_004602"
"14838","ENSG00000106089","STX1A","NM_004603"
"14839","ENSG00000103496","STX4","NM_004604"
"14840","ENSG00000088002","SULT2B1","NM_004605"
"14841","ENSG00000147133","TAF1","NM_004606"
"14842","ENSG00000171530","TBCA","NM_004607"
"14843","ENSG00000149922","TBX6","NM_004608"
"14844","ENSG00000125878","TCF15","NM_004609"
"14845","ENSG00000106799","TGFBR1","NM_004612"
"14846","ENSG00000198959","TGM2","NM_004613"
"14847","ENSG00000166548","TK2","NM_004614"
"14848","ENSG00000156298","TSPAN7","NM_004615"
"14849","ENSG00000127324","TSPAN8","NM_004616"
"14850","ENSG00000169903","TM4SF4","NM_004617"
"14851","ENSG00000284238","TOP3A","NM_004618"
"14852","ENSG00000177302","TOP3A","NM_004618"
"14853","ENSG00000082512","TRAF5","NM_004619"
"14854","ENSG00000175104","TRAF6","NM_004620"
"14855","ENSG00000137672","TRPC6","NM_004621"
"14856","ENSG00000211460","TSN","NM_004622"
"14857","ENSG00000243725","TTC4","NM_004623"
"14858","ENSG00000114812","VIPR1","NM_004624"
"14859","ENSG00000154764","WNT7A","NM_004625"
"14860","ENSG00000085741","WNT11","NM_004626"
"14861","ENSG00000182093","GET1","NM_004627"
"14862","ENSG00000154767","XPC","NM_004628"
"14863","ENSG00000221829","FANCG","NM_004629"
"14864","ENSG00000168066","SF1","NM_004630"
"14865","ENSG00000157193","LRP8","NM_004631"
"14866","ENSG00000132676","DAP3","NM_004632"
"14867","ENSG00000115590","IL1R2","NM_004633"
"14868","ENSG00000156983","BRPF1","NM_004634"
"14869","ENSG00000114738","MAPKAPK3","NM_004635"
"14870","ENSG00000012171","SEMA3B","NM_004636"
"14871","ENSG00000075785","RAB7A","NM_004637"
"14872","ENSG00000225073","DDX39B","NM_004640"
"14873","ENSG00000225859","DDX39B","NM_004640"
"14874","ENSG00000230624","DDX39B","NM_004640"
"14875","ENSG00000237889","DDX39B","NM_004640"
"14876","ENSG00000229496","DDX39B","NM_004640"
"14877","ENSG00000235439","DDX39B","NM_004640"
"14878","ENSG00000215425","DDX39B","NM_004640"
"14879","ENSG00000198563","DDX39B","NM_004640"
"14880","ENSG00000078403","MLLT10","NM_004641"
"14881","ENSG00000111328","CDK2AP1","NM_004642"
"14882","ENSG00000100836","PABPN1","NM_004643"
"14883","ENSG00000103723","AP3B2","NM_004644"
"14884","ENSG00000121058","COIL","NM_004645"
"14885","ENSG00000161270","NPHS1","NM_004646"
"14886","ENSG00000011332","DPF1","NM_004647"
"14887","ENSG00000160221","GATD3","NM_004649"
"14888","ENSG00000006757","PNPLA4","NM_004650"
"14889","ENSG00000012817","KDM5D","NM_004653"
"14890","ENSG00000114374","USP9Y","NM_004654"
"14891","ENSG00000168646","AXIN2","NM_004655"
"14892","ENSG00000163930","BAP1","NM_004656"
"14893","ENSG00000168497","CAVIN2","NM_004657"
"14894","ENSG00000111344","RASAL1","NM_004658"
"14895","ENSG00000067048","DDX3Y","NM_004660"
"14896","ENSG00000094880","CDC23","NM_004661"
"14897","ENSG00000007174","DNAH9","NM_004662"
"14898","ENSG00000103769","RAB11A","NM_004663"
"14899","ENSG00000111052","LIN7A","NM_004664"
"14900","ENSG00000112303","VNN2","NM_004665"
"14901","ENSG00000112299","VNN1","NM_004666"
"14902","ENSG00000276802","HERC2","NM_004667"
"14903","ENSG00000128731","HERC2","NM_004667"
"14904","ENSG00000282607","MGAM","NM_004668"
"14905","ENSG00000257335","MGAM","NM_004668"
"14906","ENSG00000169583","CLIC3","NM_004669"
"14907","ENSG00000198682","PAPSS2","NM_004670"
"14908","ENSG00000078043","PIAS2","NM_004671"
"14909","ENSG00000142733","MAP3K6","NM_004672"
"14910","ENSG00000116194","ANGPTL1","NM_004673"
"14911","ENSG00000129691","ASH2L","NM_004674"
"14912","ENSG00000162595","DIRAS3","NM_004675"
"14913","ENSG00000169789","PRY","NM_004676"
"14914","ENSG00000183753","BPY2","NM_004678"
"14915","ENSG00000129864","VCY","NM_004679"
"14916","ENSG00000172288","CDY1","NM_004680"
"14917","ENSG00000198692","EIF1AY","NM_004681"
"14918","ENSG00000130988","RGN","NM_004683"
"14919","ENSG00000152583","SPARCL1","NM_004684"
"14920","ENSG00000139505","MTMR6","NM_004685"
"14921","ENSG00000003987","MTMR7","NM_004686"
"14922","ENSG00000108389","MTMR4","NM_004687"
"14923","ENSG00000123609","NMI","NM_004688"
"14924","ENSG00000182979","MTA1","NM_004689"
"14925","ENSG00000131023","LATS1","NM_004690"
"14926","ENSG00000159720","ATP6V0D1","NM_004691"
"14927","ENSG00000170454","KRT75","NM_004693"
"14928","ENSG00000108932","SLC16A6","NM_004694"
"14929","ENSG00000170190","SLC16A5","NM_004695"
"14930","ENSG00000168679","SLC16A4","NM_004696"
"14931","ENSG00000136875","PRPF4","NM_004697"
"14932","ENSG00000117360","PRPF3","NM_004698"
"14933","ENSG00000071859","FAM50A","NM_004699"
"14934","ENSG00000117013","KCNQ4","NM_004700"
"14935","ENSG00000157456","CCNB2","NM_004701"
"14936","ENSG00000029725","RABEP1","NM_004703"
"14937","ENSG00000114767","RRP9","NM_004704"
"14938","ENSG00000137492","THAP12","NM_004705"
"14939","ENSG00000076928","ARHGEF1","NM_004706"
"14940","ENSG00000145782","ATG12","NM_004707"
"14941","ENSG00000105185","PDCD5","NM_004708"
"14942","ENSG00000108639","SYNGR2","NM_004710"
"14943","ENSG00000100321","SYNGR1","NM_004711"
"14944","ENSG00000185359","HGS","NM_004712"
"14945","ENSG00000165525","NEMF","NM_004713"
"14946","ENSG00000281320","DYRK1B","NM_004714"
"14947","ENSG00000105204","DYRK1B","NM_004714"
"14948","ENSG00000282752","CTDP1","NM_004715"
"14949","ENSG00000060069","CTDP1","NM_004715"
"14950","ENSG00000160613","PCSK7","NM_004716"
"14951","ENSG00000157680","DGKI","NM_004717"
"14952","ENSG00000115944","COX7A2L","NM_004718"
"14953","ENSG00000139218","SCAF11","NM_004719"
"14954","ENSG00000073803","MAP3K13","NM_004721"
"14955","ENSG00000221838","AP4M1","NM_004722"
"14956","ENSG00000116584","ARHGEF2","NM_004723"
"14957","ENSG00000086827","ZW10","NM_004724"
"14958","ENSG00000154473","BUB3","NM_004725"
"14959","ENSG00000169891","REPS2","NM_004726"
"14960","ENSG00000074621","SLC24A1","NM_004727"
"14961","ENSG00000165732","DDX21","NM_004728"
"14962","ENSG00000292345","ZBED1","NM_004729"
"14963","ENSG00000214717","ZBED1","NM_004729"
"14964","ENSG00000120705","ETF1","NM_004730"
"14965","ENSG00000118596","SLC16A7","NM_004731"
"14966","ENSG00000170049","KCNAB3","NM_004732"
"14967","ENSG00000169359","SLC33A1","NM_004733"
"14968","ENSG00000133083","DCLK1","NM_004734"
"14969","ENSG00000124831","LRRFIP1","NM_004735"
"14970","ENSG00000143324","XPR1","NM_004736"
"14971","ENSG00000133424","LARGE1","NM_004737"
"14972","ENSG00000124164","VAPB","NM_004738"
"14973","ENSG00000149480","MTA2","NM_004739"
"14974","ENSG00000166197","NOLC1","NM_004741"
"14975","ENSG00000151276","MAGI1","NM_004742"
"14976","ENSG00000121207","LRAT","NM_004744"
"14977","ENSG00000170579","DLGAP1","NM_004746"
"14978","ENSG00000151208","DLG5","NM_004747"
"14979","ENSG00000260916","CCPG1","NM_004748"
"14980","ENSG00000136270","TBRG4","NM_004749"
"14981","ENSG00000006016","CRLF1","NM_004750"
"14982","ENSG00000140297","GCNT3","NM_004751"
"14983","ENSG00000124827","GCM2","NM_004752"
"14984","ENSG00000162496","DHRS3","NM_004753"
"14985","ENSG00000100784","RPS6KA5","NM_004755"
"14986","ENSG00000105245","NUMBL","NM_004756"
"14987","ENSG00000164022","AIMP1","NM_004757"
"14988","ENSG00000005379","TSPOAP1","NM_004758"
"14989","ENSG00000162889","MAPKAPK2","NM_004759"
"14990","ENSG00000164543","STK17A","NM_004760"
"14991","ENSG00000224841","RGL2","NM_004761"
"14992","ENSG00000237825","RGL2","NM_004761"
"14993","ENSG00000228736","RGL2","NM_004761"
"14994","ENSG00000206282","RGL2","NM_004761"
"14995","ENSG00000237441","RGL2","NM_004761"
"14996","ENSG00000108669","CYTH1","NM_004762"
"14997","ENSG00000119185","ITGB1BP1","NM_004763"
"14998","ENSG00000275051","PIWIL1","NM_004764"
"14999","ENSG00000125207","PIWIL1","NM_004764"
"15000","ENSG00000099385","BCL7C","NM_004765"
"15001","ENSG00000184432","COPB2","NM_004766"
"15002","ENSG00000170075","GPR37L1","NM_004767"
"15003","ENSG00000116754","SRSF11","NM_004768"
"15004","ENSG00000213199","ASIC3","NM_004769"
"15005","ENSG00000182674","KCNB2","NM_004770"
"15006","ENSG00000137674","MMP20","NM_004771"
"15007","ENSG00000134986","NREP","NM_004772"
"15008","ENSG00000278574","ZNHIT3","NM_004773"
"15009","ENSG00000273611","ZNHIT3","NM_004773"
"15010","ENSG00000125686","MED1","NM_004774"
"15011","ENSG00000118276","B4GALT6","NM_004775"
"15012","ENSG00000158470","B4GALT5","NM_004776"
"15013","ENSG00000183134","PTGDR2","NM_004778"
"15014","ENSG00000155508","CNOT8","NM_004779"
"15015","ENSG00000172465","TCEAL1","NM_004780"
"15016","ENSG00000049245","VAMP3","NM_004781"
"15017","ENSG00000099940","SNAP29","NM_004782"
"15018","ENSG00000149930","TAOK2","NM_004783"
"15019","ENSG00000164100","NDST3","NM_004784"
"15020","ENSG00000065054","NHERF2","NM_004785"
"15021","ENSG00000091164","TXNL1","NM_004786"
"15022","ENSG00000145147","SLIT2","NM_004787"
"15023","ENSG00000110344","UBE4A","NM_004788"
"15024","ENSG00000106689","LHX2","NM_004789"
"15025","ENSG00000197901","SLC22A6","NM_004790"
"15026","ENSG00000198542","ITGBL1","NM_004791"
"15027","ENSG00000138398","PPIG","NM_004792"
"15028","ENSG00000196365","LONP1","NM_004793"
"15029","ENSG00000134594","RAB33A","NM_004794"
"15030","ENSG00000133116","KL","NM_004795"
"15031","ENSG00000021645","NRXN3","NM_004796"
"15032","ENSG00000181092","ADIPOQ","NM_004797"
"15033","ENSG00000101350","KIF3B","NM_004798"
"15034","ENSG00000157077","ZFYVE9","NM_004799"
"15035","ENSG00000125304","TM9SF2","NM_004800"
"15036","ENSG00000179915","NRXN1","NM_004801"
"15037","ENSG00000115155","OTOF","NM_004802"
"15038","ENSG00000144671","SLC22A14","NM_004803"
"15039","ENSG00000144021","CIAO1","NM_004804"
"15040","ENSG00000144231","POLR2D","NM_004805"
"15041","ENSG00000136720","HS6ST1","NM_004807"
"15042","ENSG00000152465","NMT2","NM_004808"
"15043","ENSG00000067221","STOML1","NM_004809"
"15044","ENSG00000100351","GRAP2","NM_004810"
"15045","ENSG00000110031","LPXN","NM_004811"
"15046","ENSG00000121680","PEX16","NM_004813"
"15047","ENSG00000060688","SNRNP40","NM_004814"
"15048","ENSG00000137962","ARHGAP29","NM_004815"
"15049","ENSG00000135063","ENTREP1","NM_004816"
"15050","ENSG00000119139","TJP2","NM_004817"
"15051","ENSG00000174243","DDX23","NM_004818"
"15052","ENSG00000125755","SYMPK","NM_004819"
"15053","ENSG00000172817","CYP7B1","NM_004820"
"15054","ENSG00000113196","HAND1","NM_004821"
"15055","ENSG00000065320","NTN1","NM_004822"
"15056","ENSG00000099337","KCNK6","NM_004823"
"15057","ENSG00000153046","CDYL","NM_004824"
"15058","ENSG00000182415","CDY2A","NM_004825"
"15059","ENSG00000171551","ECEL1","NM_004826"
"15060","ENSG00000118777","ABCG2","NM_004827"
"15061","ENSG00000096264","NCR2","NM_004828"
"15062","ENSG00000276450","NCR1","NM_004829"
"15063","ENSG00000278025","NCR1","NM_004829"
"15064","ENSG00000275521","NCR1","NM_004829"
"15065","ENSG00000277334","NCR1","NM_004829"
"15066","ENSG00000277442","NCR1","NM_004829"
"15067","ENSG00000275637","NCR1","NM_004829"
"15068","ENSG00000275822","","NM_004829"
"15069","ENSG00000273916","","NM_004829"
"15070","ENSG00000274053","","NM_004829"
"15071","ENSG00000273535","NCR1","NM_004829"
"15072","ENSG00000278362","NCR1","NM_004829"
"15073","ENSG00000273506","","NM_004829"
"15074","ENSG00000277629","","NM_004829"
"15075","ENSG00000277824","","NM_004829"
"15076","ENSG00000275156","NCR1","NM_004829"
"15077","ENSG00000189430","NCR1","NM_004829"
"15078","ENSG00000112282","MED23","NM_004830"
"15079","ENSG00000105085","MED26","NM_004831"
"15080","ENSG00000148834","GSTO1","NM_004832"
"15081","ENSG00000163568","AIM2","NM_004833"
"15082","ENSG00000071054","MAP4K4","NM_004834"
"15083","ENSG00000144891","AGTR1","NM_004835"
"15084","ENSG00000172071","EIF2AK3","NM_004836"
"15085","ENSG00000152904","GGPS1","NM_004837"
"15086","ENSG00000051128","HOMER3","NM_004838"
"15087","ENSG00000103942","HOMER2","NM_004839"
"15088","ENSG00000129675","ARHGEF6","NM_004840"
"15089","ENSG00000075391","RASAL2","NM_004841"
"15090","ENSG00000118507","AKAP7","NM_004842"
"15091","ENSG00000288185","IL27RA","NM_004843"
"15092","ENSG00000104998","IL27RA","NM_004843"
"15093","ENSG00000131370","SH3BP5","NM_004844"
"15094","ENSG00000102230","PCYT1B","NM_004845"
"15095","ENSG00000135930","EIF4E2","NM_004846"
"15096","ENSG00000130775","THEMIS2","NM_004848"
"15097","ENSG00000057663","ATG5","NM_004849"
"15098","ENSG00000134318","ROCK2","NM_004850"
"15099","ENSG00000131400","NAPSA","NM_004851"
"15100","ENSG00000119547","ONECUT2","NM_004852"
"15101","ENSG00000170310","STX8","NM_004853"
"15102","ENSG00000115526","CHST10","NM_004854"
"15103","ENSG00000069943","PIGB","NM_004855"
"15104","ENSG00000137807","KIF23","NM_004856"
"15105","ENSG00000179841","AKAP5","NM_004857"
"15106","ENSG00000141367","CLTC","NM_004859"
"15107","ENSG00000129245","FXR2","NM_004860"
"15108","ENSG00000128242","GAL3ST1","NM_004861"
"15109","ENSG00000189067","LITAF","NM_004862"
"15110","ENSG00000100596","SPTLC2","NM_004863"
"15111","ENSG00000130513","GDF15","NM_004864"
"15112","ENSG00000028839","TBPL1","NM_004865"
"15113","ENSG00000085365","SCAMP1","NM_004866"
"15114","ENSG00000078596","ITM2A","NM_004867"
"15115","ENSG00000119541","VPS4B","NM_004869"
"15116","ENSG00000129255","MPDU1","NM_004870"
"15117","ENSG00000108587","GOSR1","NM_004871"
"15118","ENSG00000116209","TMEM59","NM_004872"
"15119","ENSG00000166170","BAG5","NM_004873"
"15120","ENSG00000156735","BAG4","NM_004874"
"15121","ENSG00000291873","GMFG","NM_004877"
"15122","ENSG00000130755","GMFG","NM_004877"
"15123","ENSG00000148344","PTGES","NM_004878"
